t (seconds)	θ (degrees)	uncertainty t (type b)	uncertainty θ (type b, based on the precision of tracker app's autotracker measurements which can vary because of motion blur, estimated to be on the magnitude of +-1 degree)
293.6667	-19.60991	0.01	1
293.7	-19.85118	0.01	1
293.7333	-19.60125	0.01	1
293.7667	-18.65771	0.01	1
293.8	-17.25438	0.01	1
293.8333	-15.18984	0.01	1
293.8667	-12.4619	0.01	1
293.9	-9.502656	0.01	1
293.9333	-6.15898	0.01	1
293.9667	-2.674188	0.01	1
294	0.9268835	0.01	1
294.0333	4.296248	0.01	1
294.0667	7.62144	0.01	1
294.1	8.825027	0.01	1
294.1333	11.5959	0.01	1
294.1667	13.87863	0.01	1
294.2	15.47321	0.01	1
294.2333	16.47729	0.01	1
294.2667	16.61999	0.01	1
294.3	16.58789	0.01	1
294.3333	15.5404	0.01	1
294.3667	13.84959	0.01	1
294.4	11.92295	0.01	1
294.4333	9.444133	0.01	1
294.4667	6.457085	0.01	1
294.5	3.142588	0.01	1
294.5333	-0.4420447	0.01	1
294.5667	-3.899652	0.01	1
294.6	-7.306554	0.01	1
294.6333	-10.57875	0.01	1
294.6667	-13.4574	0.01	1
294.7	-15.7987	0.01	1
294.7333	-17.6652	0.01	1
294.7667	-19.02219	0.01	1
294.8	-19.70613	0.01	1
294.8333	-19.75689	0.01	1
294.8667	-19.19305	0.01	1
294.9	-17.94997	0.01	1
294.9333	-16.17972	0.01	1
294.9667	-13.68306	0.01	1
295	-10.87583	0.01	1
295.0333	-7.600864	0.01	1
295.0667	-4.177503	0.01	1
295.1	-0.6677538	0.01	1
295.1333	2.55084	0.01	1
295.1667	5.869441	0.01	1
295.2	8.868369	0.01	1
295.2333	11.6276	0.01	1
295.2667	13.885	0.01	1
295.3	15.49586	0.01	1
295.3333	16.47722	0.01	1
295.3667	16.57568	0.01	1
295.4	16.59375	0.01	1
295.4333	15.61277	0.01	1
295.4667	13.96045	0.01	1
295.5	11.64494	0.01	1
295.5333	9.135494	0.01	1
295.5667	6.138317	0.01	1
295.6	2.914137	0.01	1
295.6333	-0.622658	0.01	1
295.6667	-3.989394	0.01	1
295.7	-7.383782	0.01	1
295.7333	-9.09313	0.01	1
295.7667	-12.12997	0.01	1
295.8	-14.6881	0.01	1
295.8333	-16.76912	0.01	1
295.8667	-18.47307	0.01	1
295.9	-19.41429	0.01	1
295.9333	-19.67206	0.01	1
295.9667	-19.49995	0.01	1
296	-18.58287	0.01	1
296.0333	-17.1803	0.01	1
296.0667	-15.13863	0.01	1
296.1	-12.4596	0.01	1
296.1333	-9.486173	0.01	1
296.1667	-6.263305	0.01	1
296.2	-2.771332	0.01	1
296.2333	0.7605824	0.01	1
296.2667	4.109203	0.01	1
296.3	7.109504	0.01	1
296.3333	9.852395	0.01	1
296.3667	12.39179	0.01	1
296.4	14.23731	0.01	1
296.4333	15.67468	0.01	1
296.4667	16.28081	0.01	1
296.5	16.31119	0.01	1
296.5333	15.68697	0.01	1
296.5667	14.55736	0.01	1
296.6	12.70541	0.01	1
296.6333	10.29534	0.01	1
296.6667	7.64111	0.01	1
296.7	4.350677	0.01	1
296.7333	1.133986	0.01	1
296.7667	-2.399213	0.01	1
296.8	-5.918876	0.01	1
296.8333	-9.134538	0.01	1
296.8667	-12.1882	0.01	1
296.9	-14.75814	0.01	1
296.9333	-16.83324	0.01	1
296.9667	-18.31192	0.01	1
297	-19.28135	0.01	1
297.0333	-19.61805	0.01	1
297.0667	-19.54113	0.01	1
297.1	-18.55366	0.01	1
297.1333	-16.9377	0.01	1
297.1667	-14.94931	0.01	1
297.2	-12.37922	0.01	1
297.2333	-9.400774	0.01	1
297.2667	-6.176172	0.01	1
297.3	-2.675127	0.01	1
297.3333	0.7170202	0.01	1
297.3667	2.46531	0.01	1
297.4	5.72834	0.01	1
297.4333	8.770036	0.01	1
297.4667	11.25773	0.01	1
297.5	13.47186	0.01	1
297.5333	15.08728	0.01	1
297.5667	16.0099	0.01	1
297.6	16.19027	0.01	1
297.6333	16.16036	0.01	1
297.6667	15.12638	0.01	1
297.7	13.59527	0.01	1
297.7333	11.55103	0.01	1
297.7667	9.081293	0.01	1
297.8	6.174256	0.01	1
297.8333	2.904842	0.01	1
297.8667	-0.5244177	0.01	1
297.9	-4.061092	0.01	1
297.9333	-7.479452	0.01	1
297.9667	-10.66008	0.01	1
298	-13.47096	0.01	1
298.0333	-15.78071	0.01	1
298.0667	-17.67662	0.01	1
298.1	-18.96004	0.01	1
298.1333	-19.61535	0.01	1
298.1667	-19.6974	0.01	1
298.2	-19.06461	0.01	1
298.2333	-17.825	0.01	1
298.2667	-16.0082	0.01	1
298.3	-13.66556	0.01	1
298.3333	-10.98363	0.01	1
298.3667	-7.885959	0.01	1
298.4	-4.573144	0.01	1
298.4333	-1.055881	0.01	1
298.4667	2.459274	0.01	1
298.5	5.714692	0.01	1
298.5333	8.810174	0.01	1
298.5667	11.20533	0.01	1
298.6	13.24185	0.01	1
298.6333	14.79031	0.01	1
298.6667	15.78794	0.01	1
298.7	16.11451	0.01	1
298.7333	16.06844	0.01	1
298.7667	14.98393	0.01	1
298.8	13.40205	0.01	1
298.8333	11.36119	0.01	1
298.8667	8.981244	0.01	1
298.9	6.010555	0.01	1
298.9333	2.935348	0.01	1
298.9667	-0.6799175	0.01	1
299	-2.398908	0.01	1
299.0333	-5.739875	0.01	1
299.0667	-9.062502	0.01	1
299.1	-12.0441	0.01	1
299.1333	-14.63552	0.01	1
299.1667	-16.72339	0.01	1
299.2	-18.27691	0.01	1
299.2333	-19.1499	0.01	1
299.2667	-19.44603	0.01	1
299.3	-19.23826	0.01	1
299.3333	-18.33544	0.01	1
299.3667	-16.95952	0.01	1
299.4	-14.94066	0.01	1
299.4333	-12.45255	0.01	1
299.4667	-9.551389	0.01	1
299.5	-6.315543	0.01	1
299.5333	-2.959641	0.01	1
299.5667	0.5098257	0.01	1
299.6	3.792661	0.01	1
299.6333	6.93552	0.01	1
299.6667	9.642203	0.01	1
299.7	12.16321	0.01	1
299.7333	14.01269	0.01	1
299.7667	15.36501	0.01	1
299.8	15.93549	0.01	1
299.8333	15.96662	0.01	1
299.8667	15.33845	0.01	1
299.9	14.1722	0.01	1
299.9333	12.44445	0.01	1
299.9667	10.2961	0.01	1
300	7.628905	0.01	1
300.0333	4.431736	0.01	1
300.0667	1.183231	0.01	1
300.1	-2.227596	0.01	1
300.1333	-5.609937	0.01	1
300.1667	-8.806467	0.01	1
300.2	-11.90739	0.01	1
300.2333	-14.4902	0.01	1
300.2667	-16.62283	0.01	1
300.3	-18.12484	0.01	1
300.3333	-19.04813	0.01	1
300.3667	-19.33347	0.01	1
300.4	-19.18135	0.01	1
300.4333	-18.27623	0.01	1
300.4667	-16.86727	0.01	1
300.5	-14.88089	0.01	1
300.5333	-12.41316	0.01	1
300.5667	-9.416443	0.01	1
300.6	-6.149459	0.01	1
300.6333	-2.828404	0.01	1
300.6667	-1.038465	0.01	1
300.7	2.341898	0.01	1
300.7333	5.508677	0.01	1
300.7667	8.418832	0.01	1
300.8	11.17812	0.01	1
300.8333	13.19016	0.01	1
300.8667	14.83772	0.01	1
300.9	15.75631	0.01	1
300.9333	16.19299	0.01	1
300.9667	16.21786	0.01	1
301	15.18734	0.01	1
301.0333	13.63197	0.01	1
301.0667	11.6958	0.01	1
301.1	9.324278	0.01	1
301.1333	6.326002	0.01	1
301.1667	3.161088	0.01	1
301.2	-0.2639577	0.01	1
301.2333	-3.559895	0.01	1
301.2667	-6.95889	0.01	1
301.3	-10.07703	0.01	1
301.3333	-12.9307	0.01	1
301.3667	-15.34846	0.01	1
301.4	-17.26583	0.01	1
301.4333	-18.61661	0.01	1
301.4667	-19.3182	0.01	1
301.5	-19.3623	0.01	1
301.5333	-18.84433	0.01	1
301.5667	-17.70587	0.01	1
301.6	-15.95228	0.01	1
301.6333	-13.65263	0.01	1
301.6667	-10.94602	0.01	1
301.7	-7.922153	0.01	1
301.7333	-4.572702	0.01	1
301.7667	-1.138982	0.01	1
301.8	2.223497	0.01	1
301.8333	5.471951	0.01	1
301.8667	8.493944	0.01	1
301.9	10.86011	0.01	1
301.9333	12.8607	0.01	1
301.9667	14.40545	0.01	1
302	15.41895	0.01	1
302.0333	15.78044	0.01	1
302.0667	15.82978	0.01	1
302.1	14.79426	0.01	1
302.1333	13.24372	0.01	1
302.1667	11.29429	0.01	1
302.2	8.843664	0.01	1
302.2333	5.947983	0.01	1
302.2667	2.865905	0.01	1
302.3	1.16006	0.01	1
302.3333	-2.166745	0.01	1
302.3667	-5.591069	0.01	1
302.4	-8.691454	0.01	1
302.4333	-11.69245	0.01	1
302.4667	-14.24705	0.01	1
302.5	-16.36014	0.01	1
302.5333	-17.82386	0.01	1
302.5667	-18.82698	0.01	1
302.6	-19.16244	0.01	1
302.6333	-19.12123	0.01	1
302.6667	-18.27544	0.01	1
302.7	-16.85668	0.01	1
302.7333	-14.88919	0.01	1
302.7667	-12.36763	0.01	1
302.8	-9.609064	0.01	1
302.8333	-6.315517	0.01	1
302.8667	-2.951722	0.01	1
302.9	0.5240018	0.01	1
302.9333	3.769841	0.01	1
302.9667	6.662133	0.01	1
303	9.360068	0.01	1
303.0333	11.66057	0.01	1
303.0667	13.53524	0.01	1
303.1	14.69165	0.01	1
303.1333	15.2172	0.01	1
303.1667	15.29648	0.01	1
303.2	14.79798	0.01	1
303.2333	13.65315	0.01	1
303.2667	11.83323	0.01	1
303.3	9.651346	0.01	1
303.3333	7.03031	0.01	1
303.3667	3.947924	0.01	1
303.4	0.8814105	0.01	1
303.4333	-2.512863	0.01	1
303.4667	-5.769858	0.01	1
303.5	-8.881495	0.01	1
303.5333	-11.87519	0.01	1
303.5667	-14.45665	0.01	1
303.6	-16.50676	0.01	1
303.6333	-18.06196	0.01	1
303.6667	-18.98533	0.01	1
303.7	-19.24286	0.01	1
303.7333	-19.17754	0.01	1
303.7667	-18.27665	0.01	1
303.8	-16.84415	0.01	1
303.8333	-14.77969	0.01	1
303.8667	-12.27817	0.01	1
303.9	-9.244377	0.01	1
303.9333	-7.612113	0.01	1
303.9667	-4.438284	0.01	1
304	-0.9514117	0.01	1
304.0333	2.435968	0.01	1
304.0667	5.60648	0.01	1
304.1	8.531628	0.01	1
304.1333	10.92517	0.01	1
304.1667	12.93581	0.01	1
304.2	14.48911	0.01	1
304.2333	15.48459	0.01	1
304.2667	15.66019	0.01	1
304.3	15.63084	0.01	1
304.3333	14.55679	0.01	1
304.3667	13.2055	0.01	1
304.4	11.28726	0.01	1
304.4333	8.819989	0.01	1
304.4667	5.971947	0.01	1
304.5	2.836473	0.01	1
304.5333	-0.5191994	0.01	1
304.5667	-3.850288	0.01	1
304.6	-7.092745	0.01	1
304.6333	-10.20456	0.01	1
304.6667	-12.95138	0.01	1
304.7	-15.31031	0.01	1
304.7333	-17.18483	0.01	1
304.7667	-18.40099	0.01	1
304.8	-19.01114	0.01	1
304.8333	-19.03181	0.01	1
304.8667	-18.46571	0.01	1
304.9	-17.24694	0.01	1
304.9333	-15.51445	0.01	1
304.9667	-13.29921	0.01	1
305	-10.6056	0.01	1
305.0333	-7.59711	0.01	1
305.0667	-4.212653	0.01	1
305.1	-0.9553544	0.01	1
305.1333	2.451652	0.01	1
305.1667	5.48912	0.01	1
305.2	8.502231	0.01	1
305.2333	10.91477	0.01	1
305.2667	12.89807	0.01	1
305.3	14.51469	0.01	1
305.3333	15.50123	0.01	1
305.3667	15.86081	0.01	1
305.4	15.79121	0.01	1
305.4333	14.73401	0.01	1
305.4667	13.10719	0.01	1
305.5	11.12116	0.01	1
305.5333	8.743169	0.01	1
305.5667	7.196316	0.01	1
305.6	4.095316	0.01	1
305.6333	1.036325	0.01	1
305.6667	-2.244955	0.01	1
305.7	-5.558905	0.01	1
305.7333	-8.679896	0.01	1
305.7667	-11.49993	0.01	1
305.8	-14.09084	0.01	1
305.8333	-16.21386	0.01	1
305.8667	-17.72299	0.01	1
305.9	-18.60356	0.01	1
305.9333	-18.93861	0.01	1
305.9667	-18.85459	0.01	1
306	-17.90286	0.01	1
306.0333	-16.54699	0.01	1
306.0667	-14.45915	0.01	1
306.1	-12.07453	0.01	1
306.1333	-9.134813	0.01	1
306.1667	-6.125323	0.01	1
306.2	-2.738685	0.01	1
306.2333	0.5416034	0.01	1
306.2667	3.633464	0.01	1
306.3	6.606488	0.01	1
306.3333	9.286076	0.01	1
306.3667	11.71034	0.01	1
306.4	13.50851	0.01	1
306.4333	14.63968	0.01	1
306.4667	15.17755	0.01	1
306.5	15.22715	0.01	1
306.5333	14.62239	0.01	1
306.5667	13.50198	0.01	1
306.6	11.72969	0.01	1
306.6333	9.535586	0.01	1
306.6667	6.869597	0.01	1
306.7	4.022575	0.01	1
306.7333	0.9020231	0.01	1
306.7667	-2.273935	0.01	1
306.8	-5.625055	0.01	1
306.8333	-8.613614	0.01	1
306.8667	-11.63019	0.01	1
306.9	-14.1595	0.01	1
306.9333	-16.20058	0.01	1
306.9667	-17.74031	0.01	1
307	-18.68606	0.01	1
307.0333	-18.91642	0.01	1
307.0667	-18.90102	0.01	1
307.1	-18.02868	0.01	1
307.1333	-16.61066	0.01	1
307.1667	-14.69008	0.01	1
307.2	-13.48723	0.01	1
307.2333	-10.83128	0.01	1
307.2667	-7.764062	0.01	1
307.3	-4.480321	0.01	1
307.3333	-1.239428	0.01	1
307.3667	2.1163	0.01	1
307.4	5.227167	0.01	1
307.4333	8.178526	0.01	1
307.4667	10.58779	0.01	1
307.5	12.52178	0.01	1
307.5333	14.06136	0.01	1
307.5667	15.07073	0.01	1
307.6	15.27108	0.01	1
307.6333	15.21859	0.01	1
307.6667	14.21789	0.01	1
307.7	12.90239	0.01	1
307.7333	11.03962	0.01	1
307.7667	8.673994	0.01	1
307.8	5.855435	0.01	1
307.8333	2.860311	0.01	1
307.8667	-0.4372522	0.01	1
307.9	-3.785866	0.01	1
307.9333	-7.080179	0.01	1
307.9667	-10.14834	0.01	1
308	-12.86342	0.01	1
308.0333	-15.19805	0.01	1
308.0667	-16.90046	0.01	1
308.1	-18.12956	0.01	1
308.1333	-18.69158	0.01	1
308.1667	-18.71151	0.01	1
308.2	-18.17731	0.01	1
308.2333	-17.04365	0.01	1
308.2667	-15.23908	0.01	1
308.3	-12.97399	0.01	1
308.3333	-10.27871	0.01	1
308.3667	-7.359514	0.01	1
308.4	-4.152736	0.01	1
308.4333	-0.9558095	0.01	1
308.4667	2.359739	0.01	1
308.5	5.378329	0.01	1
308.5333	8.209997	0.01	1
308.5667	10.63901	0.01	1
308.6	12.60596	0.01	1
308.6333	14.22362	0.01	1
308.6667	15.14382	0.01	1
308.7	15.4365	0.01	1
308.7333	15.3834	0.01	1
308.7667	14.33687	0.01	1
308.8	12.84828	0.01	1
308.8333	12.09236	0.01	1
308.8667	9.643598	0.01	1
308.9	7.066094	0.01	1
308.9333	4.007861	0.01	1
308.9667	1.067106	0.01	1
309	-2.188958	0.01	1
309.0333	-5.479477	0.01	1
309.0667	-8.540429	0.01	1
309.1	-11.39834	0.01	1
309.1333	-13.91587	0.01	1
309.1667	-15.90534	0.01	1
309.2	-17.42961	0.01	1
309.2333	-18.30351	0.01	1
309.2667	-18.59006	0.01	1
309.3	-18.47144	0.01	1
309.3333	-17.56978	0.01	1
309.3667	-16.12389	0.01	1
309.4	-14.19988	0.01	1
309.4333	-11.69193	0.01	1
309.4667	-8.935962	0.01	1
309.5	-5.832174	0.01	1
309.5333	-2.69937	0.01	1
309.5667	0.544691	0.01	1
309.6	3.6551	0.01	1
309.6333	6.506315	0.01	1
309.6667	9.14355	0.01	1
309.7	11.29292	0.01	1
309.7333	13.04578	0.01	1
309.7667	14.24796	0.01	1
309.8	14.76185	0.01	1
309.8333	14.94074	0.01	1
309.8667	14.36465	0.01	1
309.9	13.25417	0.01	1
309.9333	11.49372	0.01	1
309.9667	9.337503	0.01	1
310	6.853513	0.01	1
310.0333	3.852315	0.01	1
310.0667	0.80404	0.01	1
310.1	-2.319372	0.01	1
310.1333	-5.619092	0.01	1
310.1667	-8.602925	0.01	1
310.2	-11.40301	0.01	1
310.2333	-13.85541	0.01	1
310.2667	-15.92818	0.01	1
310.3	-17.44545	0.01	1
310.3333	-18.37069	0.01	1
310.3667	-18.63583	0.01	1
310.4	-18.55106	0.01	1
310.4333	-17.62168	0.01	1
310.4667	-17.01982	0.01	1
310.5	-15.21908	0.01	1
310.5333	-13.0706	0.01	1
310.5667	-10.36832	0.01	1
310.6	-7.412418	0.01	1
310.6333	-4.272453	0.01	1
310.6667	-1.010239	0.01	1
310.7	2.298054	0.01	1
310.7333	5.408242	0.01	1
310.7667	8.148471	0.01	1
310.8	10.47848	0.01	1
310.8333	12.48663	0.01	1
310.8667	14.01208	0.01	1
310.9	15.00504	0.01	1
310.9333	15.04641	0.01	1
310.9667	15.04847	0.01	1
311	14.05131	0.01	1
311.0333	12.4881	0.01	1
311.0667	10.55745	0.01	1
311.1	8.208776	0.01	1
311.1333	5.406244	0.01	1
311.1667	2.28245	0.01	1
311.2	-0.8688967	0.01	1
311.2333	-3.954256	0.01	1
311.2667	-7.131805	0.01	1
311.3	-10.07449	0.01	1
311.3333	-12.70459	0.01	1
311.3667	-14.9736	0.01	1
311.4	-16.64323	0.01	1
311.4333	-17.89456	0.01	1
311.4667	-18.44943	0.01	1
311.5	-18.50483	0.01	1
311.5333	-17.97656	0.01	1
311.5667	-16.82059	0.01	1
311.6	-15.12722	0.01	1
311.6333	-12.90564	0.01	1
311.6667	-10.20972	0.01	1
311.7	-7.321023	0.01	1
311.7333	-4.151162	0.01	1
311.7667	-0.8071881	0.01	1
311.8	2.403942	0.01	1
311.8333	5.44537	0.01	1
311.8667	8.313134	0.01	1
311.9	10.55141	0.01	1
311.9333	12.46144	0.01	1
311.9667	14.0554	0.01	1
312	14.97301	0.01	1
312.0333	15.03108	0.01	1
312.0667	15.04144	0.01	1
312.1	14.50194	0.01	1
312.1333	13.35841	0.01	1
312.1667	11.65036	0.01	1
312.2	9.485965	0.01	1
312.2333	6.926536	0.01	1
312.2667	3.901753	0.01	1
312.3	0.8244999	0.01	1
312.3333	-2.384872	0.01	1
312.3667	-5.531327	0.01	1
312.4	-8.492892	0.01	1
312.4333	-11.20726	0.01	1
312.4667	-13.72033	0.01	1
312.5	-15.61397	0.01	1
312.5333	-17.16782	0.01	1
312.5667	-18.07952	0.01	1
312.6	-18.32954	0.01	1
312.6333	-18.29453	0.01	1
312.6667	-17.41348	0.01	1
312.7	-15.91838	0.01	1
312.7333	-14.02515	0.01	1
312.7667	-11.47795	0.01	1
312.8	-8.833051	0.01	1
312.8333	-5.811549	0.01	1
312.8667	-2.69729	0.01	1
312.9	0.544794	0.01	1
312.9333	3.549107	0.01	1
312.9667	6.43714	0.01	1
313	9.025777	0.01	1
313.0333	11.15887	0.01	1
313.0667	12.92223	0.01	1
313.1	14.04918	0.01	1
313.1333	14.61233	0.01	1
313.1667	14.69405	0.01	1
313.2	14.07751	0.01	1
313.2333	12.96232	0.01	1
313.2667	11.19483	0.01	1
313.3	9.048969	0.01	1
313.3333	6.585442	0.01	1
313.3667	3.7577	0.01	1
313.4	0.652467	0.01	1
313.4333	-2.441998	0.01	1
313.4667	-5.646034	0.01	1
313.5	-8.618515	0.01	1
313.5333	-11.30849	0.01	1
313.5667	-13.82832	0.01	1
313.6	-15.83912	0.01	1
313.6333	-17.26262	0.01	1
313.6667	-18.1748	0.01	1
313.7	-18.35452	0.01	1
313.7333	-18.34381	0.01	1
313.7667	-17.80849	0.01	1
313.8	-16.60569	0.01	1
313.8333	-14.94443	0.01	1
313.8667	-12.74092	0.01	1
313.9	-10.14998	0.01	1
313.9333	-7.13529	0.01	1
313.9667	-4.065756	0.01	1
314	-0.7958623	0.01	1
314.0333	2.372501	0.01	1
314.0667	5.333686	0.01	1
314.1	8.124149	0.01	1
314.1333	10.39308	0.01	1
314.1667	12.26434	0.01	1
314.2	13.70235	0.01	1
314.2333	14.57315	0.01	1
314.2667	14.67205	0.01	1
314.3	14.63975	0.01	1
314.3333	13.64071	0.01	1
314.3667	12.3255	0.01	1
314.4	10.4851	0.01	1
314.4333	8.165478	0.01	1
314.4667	5.36924	0.01	1
314.5	2.313651	0.01	1
314.5333	-0.8407718	0.01	1
314.5667	-3.96194	0.01	1
314.6	-7.129036	0.01	1
314.6333	-9.996706	0.01	1
314.6667	-12.56858	0.01	1
314.7	-14.84302	0.01	1
314.7333	-16.49705	0.01	1
314.7667	-17.62752	0.01	1
314.8	-18.12329	0.01	1
314.8333	-18.19738	0.01	1
314.8667	-17.66292	0.01	1
314.9	-16.49123	0.01	1
314.9333	-14.8099	0.01	1
314.9667	-12.6529	0.01	1
315	-9.911606	0.01	1
315.0333	-6.969914	0.01	1
315.0667	-3.947654	0.01	1
315.1	-0.7747571	0.01	1
315.1333	2.271922	0.01	1
315.1667	5.29697	0.01	1
315.2	8.099077	0.01	1
315.2333	10.3983	0.01	1
315.2667	12.2465	0.01	1
315.3	13.73123	0.01	1
315.3333	14.68896	0.01	1
315.3667	14.77476	0.01	1
315.4	14.82897	0.01	1
315.4333	14.16057	0.01	1
315.4667	12.99451	0.01	1
315.5	11.22724	0.01	1
315.5333	9.074624	0.01	1
315.5667	6.599009	0.01	1
315.6	3.81665	0.01	1
315.6333	0.5973165	0.01	1
315.6667	-2.530491	0.01	1
315.7	-5.641833	0.01	1
315.7333	-8.437603	0.01	1
315.7667	-11.28366	0.01	1
315.8	-13.69307	0.01	1
315.8333	-15.60514	0.01	1
315.8667	-17.08222	0.01	1
315.9	-17.94946	0.01	1
315.9333	-18.04153	0.01	1
315.9667	-17.95784	0.01	1
316	-16.94906	0.01	1
316.0333	-15.52408	0.01	1
316.0667	-13.55013	0.01	1
316.1	-11.25361	0.01	1
316.1333	-8.468386	0.01	1
316.1667	-5.434509	0.01	1
316.2	-2.339494	0.01	1
316.2333	0.6995062	0.01	1
316.2667	3.713578	0.01	1
316.3	6.356367	0.01	1
316.3333	8.888129	0.01	1
316.3667	11.00592	0.01	1
316.4	12.66629	0.01	1
316.4333	13.78859	0.01	1
316.4667	14.28258	0.01	1
316.5	14.29202	0.01	1
316.5333	13.64325	0.01	1
316.5667	12.53087	0.01	1
316.6	10.84814	0.01	1
316.6333	8.644259	0.01	1
316.6667	6.175325	0.01	1
316.7	3.453717	0.01	1
316.7333	0.4176508	0.01	1
316.7667	-2.611488	0.01	1
316.8	-5.76855	0.01	1
316.8333	-8.624446	0.01	1
316.8667	-11.31258	0.01	1
316.9	-13.63879	0.01	1
316.9333	-15.50349	0.01	1
316.9667	-16.95875	0.01	1
317	-17.47095	0.01	1
317.0333	-17.96398	0.01	1
317.0667	-18.02028	0.01	1
317.1	-17.45728	0.01	1
317.1333	-16.36094	0.01	1
317.1667	-14.67628	0.01	1
317.2	-12.46256	0.01	1
317.2333	-9.832541	0.01	1
317.2667	-7.02839	0.01	1
317.3	-3.912635	0.01	1
317.3333	-0.8217899	0.01	1
317.3667	2.191361	0.01	1
317.4	5.110632	0.01	1
317.4333	7.78404	0.01	1
317.4667	10.12967	0.01	1
317.5	11.96335	0.01	1
317.5333	13.39399	0.01	1
317.5667	14.23241	0.01	1
317.6	14.33373	0.01	1
317.6333	14.33188	0.01	1
317.6667	13.2792	0.01	1
317.7	11.86168	0.01	1
317.7333	9.899452	0.01	1
317.7667	7.465535	0.01	1
317.8	4.74301	0.01	1
317.8333	1.846493	0.01	1
317.8667	-1.207746	0.01	1
317.9	-4.176328	0.01	1
317.9333	-7.272464	0.01	1
317.9667	-10.12469	0.01	1
318	-12.53693	0.01	1
318.0333	-14.64454	0.01	1
318.0667	-16.25598	0.01	1
318.1	-17.38132	0.01	1
318.1333	-17.9183	0.01	1
318.1667	-17.97264	0.01	1
318.2	-17.35835	0.01	1
318.2333	-16.30284	0.01	1
318.2667	-14.66627	0.01	1
318.3	-12.40311	0.01	1
318.3333	-9.901869	0.01	1
318.3667	-7.145669	0.01	1
318.4	-4.079481	0.01	1
318.4333	-0.9957562	0.01	1
318.4667	2.17206	0.01	1
318.5	5.075744	0.01	1
318.5333	7.774378	0.01	1
318.5667	9.968373	0.01	1
318.6	11.84497	0.01	1
318.6333	12.50519	0.01	1
318.6667	13.65135	0.01	1
318.7	14.04302	0.01	1
318.7333	14.1403	0.01	1
318.7667	13.48862	0.01	1
318.8	12.32146	0.01	1
318.8333	10.64429	0.01	1
318.8667	8.541965	0.01	1
318.9	5.940031	0.01	1
318.9333	3.117745	0.01	1
318.9667	0.225105	0.01	1
319	-2.743742	0.01	1
319.0333	-5.838812	0.01	1
319.0667	-8.691017	0.01	1
319.1	-11.31346	0.01	1
319.1333	-13.58428	0.01	1
319.1667	-15.32547	0.01	1
319.2	-16.75348	0.01	1
319.2333	-17.58429	0.01	1
319.2667	-17.68963	0.01	1
319.3	-17.62765	0.01	1
319.3333	-16.7606	0.01	1
319.3667	-15.27649	0.01	1
319.4	-13.43253	0.01	1
319.4333	-11.14582	0.01	1
319.4667	-8.483679	0.01	1
319.5	-5.520494	0.01	1
319.5333	-2.374622	0.01	1
319.5667	0.746389	0.01	1
319.6	3.737775	0.01	1
319.6333	6.370837	0.01	1
319.6667	8.837623	0.01	1
319.7	11.10386	0.01	1
319.7333	12.75451	0.01	1
319.7667	13.8517	0.01	1
319.8	14.24695	0.01	1
319.8333	14.31081	0.01	1
319.8667	13.66174	0.01	1
319.9	12.52674	0.01	1
319.9333	10.85461	0.01	1
319.9667	8.625194	0.01	1
320	6.085716	0.01	1
320.0333	3.398934	0.01	1
320.0667	0.4435196	0.01	1
320.1	-2.595467	0.01	1
320.1333	-5.666679	0.01	1
320.1667	-8.499101	0.01	1
320.2	-11.24092	0.01	1
320.2333	-13.48744	0.01	1
320.2667	-14.52999	0.01	1
320.3	-16.14204	0.01	1
320.3333	-17.21835	0.01	1
320.3667	-17.69518	0.01	1
320.4	-17.69124	0.01	1
320.4333	-17.09777	0.01	1
320.4667	-15.97532	0.01	1
320.5	-14.30266	0.01	1
320.5333	-12.05776	0.01	1
320.5667	-9.632412	0.01	1
320.6	-6.691916	0.01	1
320.6333	-3.701404	0.01	1
320.6667	-0.5914054	0.01	1
320.7	2.470186	0.01	1
320.7333	5.268695	0.01	1
320.7667	7.915804	0.01	1
320.8	10.04067	0.01	1
320.8333	11.85348	0.01	1
320.8667	13.28581	0.01	1
320.9	14.1709	0.01	1
320.9333	14.19486	0.01	1
320.9667	14.11705	0.01	1
321	13.02289	0.01	1
321.0333	11.69273	0.01	1
321.0667	9.76348	0.01	1
321.1	7.442248	0.01	1
321.1333	4.767821	0.01	1
321.1667	1.926003	0.01	1
321.2	-1.228885	0.01	1
321.2333	-4.340537	0.01	1
321.2667	-7.266089	0.01	1
321.3	-10.00319	0.01	1
321.3333	-12.43927	0.01	1
321.3667	-14.50074	0.01	1
321.4	-16.11012	0.01	1
321.4333	-17.1352	0.01	1
321.4667	-17.61964	0.01	1
321.5	-17.65245	0.01	1
321.5333	-17.04957	0.01	1
321.5667	-15.94923	0.01	1
321.6	-14.25843	0.01	1
321.6333	-12.09176	0.01	1
321.6667	-9.644916	0.01	1
321.7	-6.670131	0.01	1
321.7333	-3.735964	0.01	1
321.7667	-0.6516215	0.01	1
321.8	2.3302	0.01	1
321.8333	5.229713	0.01	1
321.8667	7.899515	0.01	1
321.9	8.880991	0.01	1
321.9333	10.89698	0.01	1
321.9667	12.42262	0.01	1
322	13.47515	0.01	1
322.0333	13.86829	0.01	1
322.0667	13.90109	0.01	1
322.1	13.27648	0.01	1
322.1333	12.13308	0.01	1
322.1667	10.44117	0.01	1
322.2	8.316652	0.01	1
322.2333	5.835291	0.01	1
322.2667	3.076411	0.01	1
322.3	0.1489386	0.01	1
